pepperblue,0.7004383230,payment-2.txt,27e252b,2023-04-26 05:33:54.986610
vim,0.6968932704,payment-2.txt,27e252b,2023-04-26 05:33:54.986612
anonimitoraf,0.6537424350,payment-2.txt,27e252b,2023-04-26 05:33:54.986613
melpazoid,0.6485540028,payment-2.txt,27e252b,2023-04-26 05:33:54.986614
tsc,0.6355829226,payment-2.txt,27e252b,2023-04-26 05:33:54.986615
dcostaras,0.5778616165,payment-2.txt,27e252b,2023-04-26 05:33:54.986616
gremlin,0.5559032699,payment-2.txt,27e252b,2023-04-26 05:33:54.986617
tarsius,0.3502191616,payment-2.txt,27e252b,2023-04-26 05:33:54.986619
tree-sitter,0.3207319489,payment-2.txt,27e252b,2023-04-26 05:33:54.986620
anonymous,0.2860123153,payment-2.txt,27e252b,2023-04-26 05:33:54.986620
racket mode,0.1150478405,payment-2.txt,27e252b,2023-04-26 05:33:54.986622
cider,0.1150478405,payment-2.txt,27e252b,2023-04-26 05:33:54.986623
arc mode,0.1082803205,payment-2.txt,27e252b,2023-04-26 05:33:54.986624
scheme mode,0.1082803205,payment-2.txt,27e252b,2023-04-26 05:33:54.986626
evil-surround,0.09079756038,payment-2.txt,27e252b,2023-04-26 05:33:54.986627
evil-cleverparens,0.09079756038,payment-2.txt,27e252b,2023-04-26 05:33:54.986627
devcarbon,0.08755479036,payment-2.txt,27e252b,2023-04-26 05:33:54.986628
basilconto,0.08755479036,payment-2.txt,27e252b,2023-04-26 05:33:54.986629
slime,0.05752392025,payment-2.txt,27e252b,2023-04-26 05:33:54.986631
sly,0.05752392025,payment-2.txt,27e252b,2023-04-26 05:33:54.986631
parinfer,0.03383760015,payment-2.txt,27e252b,2023-04-26 05:33:54.986633
drracket,0.03383929203,payment-2.txt,27e252b,2023-04-26 05:33:54.986634
DIA,3.00000,payment-2.txt,27e252b,2023-04-26 05:33:54.986635
Old Abe,0.60000,payment-2.txt,27e252b,2023-04-26 05:33:54.986636
Hans,0.003999749349,payment-2.txt,27e252b,2023-04-26 05:33:54.986637
DIA,5.000,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348192
Old Abe,1.000,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348205
sid,41.70782573,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348736
emacs,7.761573716,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348740
simon,6.182945588,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348744
evil,5.997605307,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348747
paredit,4.919844340,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348751
hydra,2.462041107,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348755
tommy,2.398048804,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348758
markgdawson,2.087692207,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348761
riscy,1.842081359,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348764
apl,1.661136169,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348768
jake,1.623760605,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348771
doyougnu,1.432729946,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348775
lispy,1.417615584,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348778
ariana,1.228054239,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348782
pepperblue,1.228054239,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348785
vim,1.221838821,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348788
anonimitoraf,1.146183957,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348791
melpazoid,1.137087258,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348795
tsc,1.114345513,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348798
dcostaras,1.013144747,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348801
gremlin,0.9746459392,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348804
tarsius,0.6140271197,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348808
tree-sitter,0.5623282115,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348811
anonymous,0.5014554811,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348814
racket mode,0.2017093919,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348818
cider,0.2017093919,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348821
arc mode,0.1898441336,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348825
scheme mode,0.1898441336,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348828
evil-surround,0.1591922162,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348831
evil-cleverparens,0.1591922162,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348834
devcarbon,0.1535067799,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348837
basilconto,0.1535067799,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348840
slime,0.1008546960,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348844
sly,0.1008546960,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348847
parinfer,0.05932629176,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348851
drracket,0.05932925807,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348854
Hans,0.007012621928,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348857
Vijay,0.02805141395,877d6bc.txt,4d97d9e,2024-11-27 04:59:36.348860
